latitude,longitude,date,hour,day_of_week,month,is_weekend,is_night,road_type,road_type_enc,speed_limit,junction,traffic_density,weather_condition,weather_enc,temperature,precipitation,wind_speed,visibility,severity
13.042986127145237,80.1717941244258,2023-05-14,2,6,5,1,1,Urban Road,1,51,1,0.15,Clear,0,29.9,0.0,8.7,9.9,2
13.15533948804666,80.10869501240255,2022-01-24,11,0,1,0,0,Highway,0,71,0,0.4,Clear,0,37.4,0.0,21.4,9.8,0
12.929733942473963,80.26871499031955,2024-05-26,21,6,5,1,1,Urban Road,1,51,0,0.4,Rain,2,30.1,10.4,10.2,4.8,0
13.049618149056469,80.17695192787625,2022-03-08,3,1,3,0,1,Urban Road,1,49,0,0.15,Clear,0,35.9,0.0,2.8,10.7,0
13.174904405861453,80.19618208566001,2023-06-08,18,3,6,0,0,Urban Road,1,50,1,0.9,Cloudy,1,36.0,0.0,14.6,10.7,1
13.147712187309939,80.2241549651216,2024-01-31,15,2,1,0,0,Residential,2,42,0,0.4,Rain,2,31.9,9.3,11.6,2.7,0
12.976015006151757,80.21801517907166,2022-02-24,2,3,2,0,1,Urban Road,1,50,0,0.15,Clear,0,33.6,0.0,15.7,4.4,2
12.964506758897707,80.22709087587351,2024-05-10,2,4,5,0,1,Urban Road,1,51,0,0.15,Cloudy,1,32.4,0.0,8.6,10.6,1
13.080929655837117,80.26886972961057,2024-11-18,3,0,11,0,1,Rural Road,3,61,0,0.15,Clear,0,28.5,0.0,20.9,7.5,1
13.115328070801093,80.29023893200076,2024-10-22,10,1,10,0,0,Highway,0,90,0,0.65,Rain,2,28.2,1.2,21.6,4.1,0
13.011975639272205,80.22689025411375,2023-04-30,17,6,4,1,0,Residential,2,35,0,0.65,Clear,0,19.8,0.0,12.3,8.1,0
12.974350536489382,80.22636077646722,2022-04-10,5,6,4,1,1,Urban Road,1,47,1,0.15,Clear,0,29.8,0.0,16.9,8.2,2
13.029713775230686,80.14539660656182,2024-05-27,5,0,5,0,1,Highway,0,73,1,0.15,Rain,2,27.9,13.3,18.5,7.7,2
13.089003553372919,80.27022621995238,2023-05-07,3,6,5,1,1,Urban Road,1,53,0,0.15,Clear,0,27.6,0.0,16.8,12.0,1
13.112873485530185,80.1346255692845,2024-03-15,8,4,3,0,0,Urban Road,1,52,1,0.9,Clear,0,24.7,0.0,8.1,9.9,0
13.162806668998865,80.20612214193483,2023-09-25,10,0,9,0,0,Highway,0,80,0,0.65,Clear,0,28.5,0.0,14.1,12.0,0
12.971289645824553,80.22376689853749,2023-11-01,3,2,11,0,1,Urban Road,1,65,1,0.15,Clear,0,20.7,0.0,5.3,8.1,1
13.146587633943518,80.21232390779298,2024-02-08,14,3,2,0,0,Urban Road,1,61,0,0.4,Rain,2,33.3,4.2,12.0,9.0,1
12.962246211239295,80.22516361630748,2023-07-24,12,0,7,0,0,Highway,0,77,0,0.4,Cloudy,1,31.4,0.0,16.0,11.2,0
13.078672711582577,80.24681025605852,2024-03-24,16,6,3,1,0,Urban Road,1,45,0,0.4,Clear,0,32.6,0.0,7.7,6.0,0
12.952868499764067,80.21643211964762,2024-01-23,22,1,1,0,1,Highway,0,87,0,0.15,Clear,0,32.2,0.0,14.1,10.3,0
13.197096499297881,80.12831917771375,2023-07-05,10,2,7,0,0,Highway,0,72,0,0.65,Clear,0,29.5,0.0,13.5,12.0,0
13.014349650831814,80.2141347441886,2024-12-26,14,3,12,0,0,Urban Road,1,47,0,0.4,Clear,0,22.3,0.0,7.0,9.5,0
13.15848219569079,80.21805199164463,2024-10-16,20,2,10,0,0,Residential,2,20,1,0.65,Rain,2,37.1,17.2,10.2,3.5,1
13.149151835420176,80.21411154154197,2023-11-20,15,0,11,0,0,Urban Road,1,51,0,0.4,Clear,0,32.0,0.0,11.0,7.7,0
13.071903662562148,80.27297812071406,2024-02-21,23,2,2,0,1,Rural Road,3,57,0,0.15,Cloudy,1,28.0,0.0,14.2,4.2,1
13.03202660985821,80.21062076048226,2023-11-11,23,5,11,1,1,Highway,0,76,0,0.15,Storm,4,24.1,11.9,22.9,0.5,3
13.01288492483481,80.21366953335173,2024-12-06,15,4,12,0,0,Highway,0,66,1,0.4,Cloudy,1,26.5,0.0,15.2,10.5,0
12.976955865770517,80.21032081314831,2024-02-21,17,2,2,0,0,Highway,0,82,0,0.65,Rain,2,30.0,0.9,20.7,4.1,2
12.98795171167764,80.20751296736985,2024-09-07,9,5,9,1,0,Urban Road,1,47,0,0.9,Clear,0,39.2,0.0,9.6,5.1,0
12.953667132562169,80.22839036078034,2023-01-10,12,1,1,0,0,Rural Road,3,49,0,0.4,Clear,0,27.7,0.0,11.1,10.2,0
13.049074978839105,80.12687338266261,2022-04-23,8,5,4,1,0,Urban Road,1,47,0,0.9,Clear,0,30.3,0.0,6.8,9.4,0
13.078591908736035,80.26972094676378,2023-02-28,5,1,2,0,1,Urban Road,1,44,1,0.15,Fog,3,26.9,0.0,0.0,2.1,3
13.035291227392209,80.22564226318471,2022-10-02,19,6,10,1,0,Residential,2,25,0,0.9,Clear,0,31.5,0.0,19.5,8.0,0
12.989580493283562,80.21449391408221,2022-12-16,22,4,12,0,1,Highway,0,61,1,0.15,Clear,0,32.8,0.0,0.0,7.3,0
13.163355590699924,80.2071592721857,2024-07-21,2,6,7,1,1,Urban Road,1,55,1,0.15,Clear,0,25.1,0.0,6.5,10.1,2
12.900369918753572,80.20163347116257,2023-02-26,6,6,2,1,0,Highway,0,89,1,0.4,Clear,0,31.7,0.0,9.9,7.0,0
13.010091043795033,80.22980780688555,2022-09-07,11,2,9,0,0,Highway,0,82,1,0.4,Cloudy,1,30.8,0.0,12.3,10.1,1
13.05573277733591,80.28272094477182,2022-05-02,2,0,5,0,1,Urban Road,1,54,0,0.15,Cloudy,1,21.6,0.0,12.6,10.9,0
12.994519185131255,80.24518506781037,2024-10-03,21,3,10,0,1,Urban Road,1,59,1,0.4,Clear,0,25.3,0.0,17.1,10.3,1
13.02609666644343,80.17440345292893,2022-02-02,16,2,2,0,0,Urban Road,1,50,1,0.4,Rain,2,35.7,14.4,20.2,5.5,0
12.955968174597986,80.2193856346582,2023-07-10,22,0,7,0,1,Residential,2,28,0,0.15,Snow,5,32.6,0.0,12.1,9.5,1
13.156134661774571,80.21479517591919,2023-10-14,23,5,10,1,1,Highway,0,73,0,0.15,Clear,0,33.0,0.0,18.4,11.1,2
13.163199755804106,80.20851325612162,2024-03-05,17,1,3,0,0,Urban Road,1,45,1,0.65,Clear,0,29.9,0.0,10.8,7.8,1
13.085978448274226,80.25702685198691,2024-01-18,6,3,1,0,0,Residential,2,30,1,0.4,Clear,0,24.4,0.0,0.0,5.3,1
13.134888039007825,80.2139867637283,2023-05-02,2,1,5,0,1,Highway,0,95,0,0.15,Rain,2,25.4,2.2,20.6,8.7,3
13.018388966445025,80.16382649771992,2024-09-16,8,0,9,0,0,Urban Road,1,57,1,0.9,Cloudy,1,26.2,0.0,17.8,8.3,0
13.011799590769234,80.19735639680754,2022-06-28,0,1,6,0,1,Highway,0,86,1,0.15,Clear,0,23.2,0.0,11.6,9.2,1
13.153346371415767,80.19800528460452,2022-10-12,2,2,10,0,1,Highway,0,79,0,0.15,Cloudy,1,21.4,0.0,0.2,9.0,1
13.194710004931359,80.29059982655359,2023-10-07,1,5,10,1,1,Urban Road,1,45,1,0.15,Clear,0,27.3,0.0,0.0,5.6,1
13.095292075326523,80.26258779233183,2023-07-28,17,4,7,0,0,Highway,0,75,1,0.65,Clear,0,30.6,0.0,12.6,8.7,0
13.007539034971938,80.20768505759618,2023-11-08,4,2,11,0,1,Residential,2,22,1,0.15,Clear,0,26.5,0.0,17.9,11.3,1
13.146185121416458,80.19969593692412,2022-03-23,21,2,3,0,1,Urban Road,1,50,1,0.4,Cloudy,1,36.5,0.0,11.0,9.8,2
12.99136872797124,80.22371544098291,2023-02-12,13,6,2,1,0,Urban Road,1,53,1,0.4,Clear,0,32.8,0.0,17.2,9.4,1
13.010730095083197,80.18543286748977,2022-06-06,19,0,6,0,0,Highway,0,90,0,0.9,Cloudy,1,30.8,0.0,14.9,6.7,2
13.138090615158713,80.14239092221611,2024-03-23,5,5,3,1,1,Highway,0,74,0,0.15,Clear,0,28.6,0.0,11.8,6.3,1
12.974277464220874,80.22740177039627,2023-11-24,15,4,11,0,0,Rural Road,3,47,1,0.4,Rain,2,33.4,3.0,3.5,5.9,2
12.912076121981977,80.18992653768453,2022-11-14,21,0,11,0,1,Rural Road,3,74,0,0.4,Snow,5,27.8,0.0,9.1,10.7,1
12.980801874461411,80.2214541353916,2024-03-04,21,0,3,0,1,Highway,0,82,0,0.4,Cloudy,1,26.1,0.0,9.5,10.3,1
13.154546111241501,80.19528224295706,2024-05-31,4,4,5,0,1,Highway,0,84,0,0.15,Rain,2,24.8,3.8,12.3,4.5,2
12.978993616016027,80.19470455989867,2024-04-22,22,0,4,0,1,Urban Road,1,45,1,0.15,Clear,0,29.0,0.0,18.3,11.4,0
13.083068233329973,80.1887885772792,2023-10-31,4,1,10,0,1,Urban Road,1,43,0,0.15,Rain,2,25.2,4.2,16.2,5.2,1
13.193461329229368,80.24899830515594,2024-12-27,18,4,12,0,0,Highway,0,80,0,0.9,Cloudy,1,23.5,0.0,20.8,9.3,0
12.966122346269303,80.23358681486614,2023-09-18,4,0,9,0,1,Residential,2,21,1,0.15,Clear,0,30.8,0.0,20.7,8.8,0
13.08542143255331,80.2865281583729,2023-03-16,14,3,3,0,0,Highway,0,80,0,0.4,Snow,5,30.0,0.0,11.1,9.9,0
12.952906914002423,80.18469907893592,2024-10-18,12,4,10,0,0,Rural Road,3,59,1,0.4,Cloudy,1,32.2,0.0,13.1,7.7,0
12.995497916288706,80.19224177716751,2022-07-14,10,3,7,0,0,Residential,2,40,1,0.65,Cloudy,1,24.6,0.0,16.2,6.3,1
13.047377233917409,80.27860620390726,2022-02-26,6,5,2,1,0,Highway,0,80,0,0.4,Rain,2,33.5,0.7,14.1,3.0,1
13.027956094907212,80.2194186479723,2023-12-16,0,5,12,1,1,Urban Road,1,60,1,0.15,Rain,2,25.4,4.3,7.9,7.8,2
13.170625540036598,80.18226467127899,2024-04-01,9,0,4,0,0,Highway,0,88,0,0.9,Clear,0,29.1,0.0,16.1,9.9,0
12.941163377337183,80.23070796513872,2022-07-16,10,5,7,1,0,Urban Road,1,47,0,0.65,Rain,2,34.9,8.5,3.5,2.6,1
13.03618908910491,80.24222090337297,2023-05-24,0,2,5,0,1,Residential,2,20,0,0.15,Cloudy,1,21.4,0.0,11.3,7.0,0
13.087709663504905,80.25485413219012,2023-05-09,13,1,5,0,0,Urban Road,1,54,0,0.4,Clear,0,29.0,0.0,3.7,8.4,1
12.968520150603203,80.22900146174564,2023-01-08,5,6,1,1,1,Highway,0,76,1,0.15,Clear,0,25.3,0.0,20.9,6.9,2
12.996119161079193,80.17215173730365,2023-10-04,5,2,10,0,1,Residential,2,24,1,0.15,Clear,0,30.2,0.0,17.3,8.0,0
13.135655692308424,80.22599946815258,2023-11-10,23,4,11,0,1,Urban Road,1,54,1,0.15,Rain,2,30.6,8.3,16.4,3.8,1
13.122582153574056,80.21113806650305,2023-06-25,19,6,6,1,0,Highway,0,90,0,0.9,Cloudy,1,29.1,0.0,15.4,10.2,2
13.150815839512614,80.20515420745852,2023-04-18,19,1,4,0,0,Urban Road,1,52,0,0.9,Clear,0,22.8,0.0,17.8,12.0,0
13.103575776503172,80.26491321025557,2023-02-19,12,6,2,1,0,Highway,0,73,0,0.4,Clear,0,32.2,0.0,9.3,8.9,1
13.064892137614835,80.16890066372181,2022-02-27,2,6,2,1,1,Urban Road,1,48,0,0.15,Cloudy,1,29.1,0.0,8.4,12.0,0
13.00742562137741,80.22360535560314,2023-05-26,22,4,5,0,1,Residential,2,20,1,0.15,Rain,2,37.0,10.4,13.0,4.1,3
13.156692636510721,80.137521858553,2024-10-16,14,2,10,0,0,Urban Road,1,30,0,0.4,Clear,0,18.8,0.0,15.7,10.5,0
13.043329719053677,80.15923999065839,2024-08-22,19,3,8,0,0,Urban Road,1,38,0,0.9,Clear,0,31.3,0.0,23.0,8.6,0
13.047233026461809,80.15464538785592,2022-05-30,0,0,5,0,1,Urban Road,1,41,0,0.15,Cloudy,1,22.6,0.0,11.3,10.5,0
13.192325136932654,80.11614705600054,2023-05-21,13,6,5,1,0,Urban Road,1,41,0,0.4,Rain,2,28.1,4.0,14.6,5.9,0
12.99052946000908,80.28059783068123,2023-03-02,1,3,3,0,1,Rural Road,3,56,0,0.15,Rain,2,30.4,6.4,14.8,4.2,1
13.026701490761491,80.18374400060495,2024-05-16,4,3,5,0,1,Rural Road,3,63,0,0.15,Storm,4,34.3,38.7,17.8,0.7,3
13.063702708224314,80.20869911901598,2022-11-10,23,3,11,0,1,Urban Road,1,50,1,0.15,Storm,4,33.9,55.8,10.1,2.8,2
13.033821867876068,80.28613689770891,2024-07-03,14,2,7,0,0,Urban Road,1,54,0,0.4,Clear,0,21.5,0.0,23.2,10.2,0
13.08025116581942,80.26480013262042,2022-06-12,4,6,6,1,1,Residential,2,47,0,0.15,Fog,3,31.6,0.0,11.9,1.9,3
13.139774094328413,80.23685128332667,2023-03-22,10,2,3,0,0,Urban Road,1,51,0,0.65,Clear,0,28.1,0.0,10.7,9.8,0
13.055355914341373,80.1823459868783,2024-02-23,22,4,2,0,1,Urban Road,1,26,1,0.15,Clear,0,22.5,0.0,13.4,8.8,1
13.087027100131882,80.25401177484031,2022-09-21,5,2,9,0,1,Urban Road,1,47,0,0.15,Clear,0,38.3,0.0,21.1,8.4,0
13.028450959052662,80.22758734884933,2023-11-30,4,3,11,0,1,Rural Road,3,53,0,0.15,Cloudy,1,36.1,0.0,14.1,10.9,1
13.06637689960453,80.25357436317377,2024-03-17,14,6,3,1,0,Residential,2,28,1,0.4,Clear,0,33.5,0.0,11.9,4.5,0
13.01209974009616,80.22735975688221,2022-08-05,4,4,8,0,1,Highway,0,81,0,0.15,Rain,2,32.1,2.6,17.3,2.3,2
13.043256623100635,80.16015213637554,2024-02-12,5,0,2,0,1,Urban Road,1,52,1,0.15,Rain,2,31.8,13.9,8.6,3.8,3
13.071470170133656,80.17498815807683,2024-04-03,8,2,4,0,0,Residential,2,24,1,0.9,Clear,0,32.6,0.0,0.0,5.6,0
13.199648891200097,80.22270329694597,2023-04-28,21,4,4,0,1,Urban Road,1,54,0,0.4,Rain,2,33.3,0.9,11.0,1.0,2
12.93259713097868,80.1450355332211,2024-09-21,4,5,9,1,1,Urban Road,1,49,0,0.15,Rain,2,25.3,16.1,10.4,6.7,1
13.05411430074442,80.17814610927635,2023-09-02,5,5,9,1,1,Urban Road,1,44,1,0.15,Clear,0,26.7,0.0,9.8,6.2,2
13.049179091744469,80.16360109871053,2024-09-27,23,4,9,0,1,Urban Road,1,37,1,0.15,Clear,0,26.5,0.0,5.0,9.3,1
13.013495404267136,80.26702515821614,2024-07-09,5,1,7,0,1,Urban Road,1,54,1,0.15,Cloudy,1,20.1,0.0,14.1,11.4,0
13.01146296252191,80.13776728409512,2022-01-05,4,2,1,0,1,Urban Road,1,53,1,0.15,Clear,0,23.5,0.0,3.5,8.7,0
12.973762676101519,80.24596304926057,2022-04-06,18,2,4,0,0,Highway,0,81,0,0.9,Cloudy,1,23.3,0.0,10.1,11.7,0
13.079671510500187,80.27018905654747,2022-10-29,3,5,10,1,1,Highway,0,84,0,0.15,Clear,0,40.7,0.0,1.3,9.6,2
13.049809053413217,80.18698462746097,2022-09-29,20,3,9,0,0,Residential,2,29,0,0.65,Clear,0,33.3,0.0,4.7,7.3,0
13.032366824544168,80.27533562775034,2022-09-07,4,2,9,0,1,Highway,0,80,0,0.15,Rain,2,31.0,11.7,9.2,6.3,2
13.041420767648345,80.18867459322506,2024-05-11,18,5,5,1,0,Rural Road,3,66,0,0.9,Cloudy,1,28.1,0.0,2.6,9.8,2
13.028279452411077,80.2348966756835,2023-11-30,5,3,11,0,1,Urban Road,1,37,0,0.15,Clear,0,29.0,0.0,13.7,7.6,0
13.001056963149981,80.2212725680431,2022-11-19,15,5,11,1,0,Urban Road,1,44,1,0.4,Clear,0,23.0,0.0,5.8,7.9,1
13.045803253974274,80.18387667920112,2024-08-07,1,2,8,0,1,Urban Road,1,46,1,0.15,Clear,0,23.5,0.0,8.8,6.5,0
12.958064563717933,80.2140791839154,2022-04-29,15,4,4,0,0,Highway,0,78,0,0.4,Cloudy,1,36.6,0.0,9.3,9.5,0
12.970241979083253,80.20784779378334,2022-07-05,21,1,7,0,1,Highway,0,74,0,0.4,Clear,0,31.4,0.0,4.0,11.1,1
13.036213637413985,80.1670487323196,2022-04-04,18,0,4,0,0,Urban Road,1,57,1,0.9,Fog,3,28.9,0.0,10.7,0.3,2
12.978211134400784,80.13070630926741,2023-11-22,18,2,11,0,0,Residential,2,26,1,0.9,Rain,2,23.8,4.5,7.4,3.8,0
12.988505762613718,80.21376676107685,2022-09-30,6,4,9,0,0,Urban Road,1,43,0,0.4,Cloudy,1,38.1,0.0,5.8,9.1,0
13.148268587457757,80.19549937897936,2024-12-26,5,3,12,0,1,Urban Road,1,52,1,0.15,Rain,2,27.2,4.5,4.2,8.4,2
13.167548263161681,80.21981033678223,2023-03-25,12,5,3,1,0,Urban Road,1,52,1,0.4,Fog,3,31.8,0.0,19.3,2.4,1
13.153286108779701,80.20649082498184,2023-08-13,17,6,8,1,0,Urban Road,1,53,0,0.65,Cloudy,1,28.4,0.0,8.6,8.1,1
12.969203737598358,80.28115837058284,2022-02-05,22,5,2,1,1,Urban Road,1,55,0,0.15,Rain,2,32.8,4.8,12.0,5.3,2
12.980830834496446,80.23466074399461,2024-07-30,9,1,7,0,0,Rural Road,3,65,0,0.9,Rain,2,31.7,1.1,21.4,3.2,1
13.083755554755973,80.27333501912616,2023-09-07,9,3,9,0,0,Residential,2,20,1,0.9,Rain,2,25.4,2.7,12.1,6.8,2
13.090636538278702,80.2630014873506,2022-01-24,6,0,1,0,0,Highway,0,88,1,0.4,Clear,0,31.7,0.0,14.9,7.6,0
12.988550156839533,80.23228918607809,2023-04-30,15,6,4,1,0,Highway,0,86,0,0.4,Clear,0,28.2,0.0,16.1,8.3,0
13.025559256262701,80.18215794546819,2024-11-09,22,5,11,1,1,Residential,2,30,1,0.15,Clear,0,22.5,0.0,16.3,11.8,1
12.952865564933735,80.22651429869373,2024-04-30,1,1,4,0,1,Highway,0,67,0,0.15,Cloudy,1,24.5,0.0,0.0,8.5,0
13.177706000621017,80.14026966381054,2023-10-29,22,6,10,1,1,Rural Road,3,63,0,0.15,Fog,3,24.4,0.0,12.2,1.6,2
13.047694081431636,80.28498366844212,2024-10-24,14,3,10,0,0,Residential,2,20,1,0.4,Cloudy,1,27.7,0.0,3.2,6.8,0
13.143002619132368,80.19789330790678,2022-01-26,8,2,1,0,0,Highway,0,92,0,0.9,Clear,0,27.4,0.0,6.8,11.6,0
13.07308057391078,80.25540457917582,2022-05-16,6,0,5,0,0,Urban Road,1,43,1,0.4,Snow,5,27.5,0.0,1.2,7.5,1
12.950283220443893,80.21215244239636,2024-03-11,12,0,3,0,0,Residential,2,24,1,0.4,Clear,0,24.2,0.0,10.3,7.8,0
13.053321126421965,80.17626066049804,2023-05-13,3,5,5,1,1,Urban Road,1,39,0,0.15,Clear,0,28.1,0.0,10.2,9.2,0
13.168900993931306,80.2159640222936,2022-12-21,9,2,12,0,0,Urban Road,1,43,1,0.9,Clear,0,28.0,0.0,7.3,8.4,0
13.182721275242557,80.10445376412592,2024-06-06,23,3,6,0,1,Rural Road,3,56,0,0.15,Rain,2,30.6,1.0,11.5,3.9,1
12.985072139054765,80.2188696650958,2023-01-04,1,2,1,0,1,Highway,0,81,0,0.15,Rain,2,31.5,6.8,22.7,6.3,1
13.082876161678678,80.26122016375359,2024-10-15,23,1,10,0,1,Residential,2,31,1,0.15,Cloudy,1,23.7,0.0,3.2,10.1,2
12.966837033905147,80.22136497784183,2022-11-27,13,6,11,1,0,Urban Road,1,55,0,0.4,Cloudy,1,33.0,0.0,6.0,9.6,0
13.090625310798583,80.27667507521124,2024-07-22,1,0,7,0,1,Highway,0,82,0,0.15,Clear,0,32.1,0.0,4.7,11.3,0
13.069585257106816,80.25333594508302,2024-02-17,11,5,2,1,0,Urban Road,1,49,0,0.4,Clear,0,30.5,0.0,10.1,8.7,0
13.023767011251595,80.1702612571872,2022-04-29,19,4,4,0,0,Urban Road,1,42,1,0.9,Clear,0,23.9,0.0,11.8,9.1,0
13.018968886704325,80.22992487550789,2024-04-08,1,0,4,0,1,Residential,2,31,1,0.15,Cloudy,1,26.5,0.0,14.8,9.4,1
12.992537886749325,80.28584844880123,2023-06-24,2,5,6,1,1,Residential,2,41,0,0.15,Rain,2,22.1,3.7,16.6,4.4,1
13.052185459184646,80.1793561164121,2023-12-23,10,5,12,1,0,Residential,2,36,1,0.65,Clear,0,28.0,0.0,12.4,9.2,1
13.007512055096752,80.22026378658126,2022-02-24,3,3,2,0,1,Rural Road,3,56,0,0.15,Cloudy,1,30.7,0.0,18.4,9.2,0
13.00968720692476,80.2307556487477,2022-09-06,19,1,9,0,0,Residential,2,24,0,0.9,Clear,0,27.7,0.0,28.2,9.8,0
13.151528349707878,80.20933789590674,2022-03-18,15,4,3,0,0,Urban Road,1,55,1,0.4,Fog,3,29.9,0.0,15.6,1.8,2
13.098313900183825,80.27830105849233,2024-04-24,22,2,4,0,1,Urban Road,1,41,1,0.15,Clear,0,22.2,0.0,7.6,7.8,0
12.975992280211694,80.24105448189553,2022-04-07,14,3,4,0,0,Highway,0,71,0,0.4,Clear,0,27.5,0.0,24.7,9.5,0
13.071631113348806,80.17998779448892,2022-12-17,11,5,12,1,0,Highway,0,78,0,0.4,Clear,0,25.0,0.0,12.2,9.3,0
12.969477689677127,80.22108960028332,2023-08-08,6,1,8,0,0,Urban Road,1,56,0,0.4,Storm,4,27.8,62.2,14.6,3.9,3
13.150166778511991,80.21023533235942,2023-09-08,0,4,9,0,1,Residential,2,21,1,0.15,Rain,2,23.1,7.9,7.4,5.2,3
13.08602747437453,80.27652098120477,2024-07-31,0,2,7,0,1,Residential,2,29,1,0.15,Clear,0,35.3,0.0,6.5,6.9,1
13.112455346027735,80.22210440084277,2022-08-24,7,2,8,0,0,Residential,2,21,0,0.65,Clear,0,22.7,0.0,7.5,8.9,0
13.019105434015268,80.20641059313353,2024-05-11,12,5,5,1,0,Urban Road,1,48,1,0.4,Cloudy,1,31.2,0.0,0.0,7.4,1
13.147428700689346,80.18794395586656,2023-11-05,22,6,11,1,1,Rural Road,3,49,1,0.15,Clear,0,31.5,0.0,17.5,9.3,1
13.097522968659725,80.27086026709853,2022-12-09,19,4,12,0,0,Urban Road,1,37,1,0.9,Clear,0,30.5,0.0,16.2,12.0,1
12.986417990616642,80.24474905803837,2022-06-01,0,2,6,0,1,Residential,2,20,1,0.15,Rain,2,26.0,0.7,10.2,4.0,2
13.0466694904412,80.20013216813226,2024-08-31,23,5,8,1,1,Urban Road,1,47,1,0.15,Rain,2,30.1,1.2,12.3,6.0,3
13.08773357871424,80.28579334741043,2024-02-02,7,4,2,0,0,Highway,0,87,0,0.65,Clear,0,31.1,0.0,0.0,11.9,0
13.006296758720527,80.21470151008612,2022-11-20,18,6,11,1,0,Residential,2,20,1,0.9,Clear,0,33.2,0.0,17.1,12.0,1
12.97728522685155,80.13789825543743,2024-12-16,12,0,12,0,0,Residential,2,20,1,0.4,Cloudy,1,31.6,0.0,15.7,8.9,0
13.066356029792988,80.19223998182,2022-12-28,21,2,12,0,1,Highway,0,76,1,0.4,Clear,0,30.9,0.0,27.2,12.0,1
13.081322664611978,80.28981494506948,2022-08-05,3,4,8,0,1,Residential,2,36,0,0.15,Rain,2,31.0,5.9,12.3,4.8,1
13.063394319488761,80.27872266411909,2024-11-13,9,2,11,0,0,Urban Road,1,40,1,0.9,Rain,2,21.2,0.5,2.0,5.6,1
12.966247167458494,80.23176229046005,2023-10-03,4,1,10,0,1,Residential,2,25,1,0.15,Rain,2,25.5,3.2,13.7,4.3,3
13.09601963571727,80.28698115788957,2024-03-14,23,3,3,0,1,Urban Road,1,62,1,0.15,Clear,0,31.5,0.0,0.0,5.3,1
13.075777818322221,80.27049795931521,2023-02-13,23,0,2,0,1,Residential,2,22,1,0.15,Clear,0,33.1,0.0,5.9,9.2,0
13.020641422471066,80.1101888178006,2024-11-24,22,6,11,1,1,Urban Road,1,46,0,0.15,Cloudy,1,25.1,0.0,16.4,10.6,1
12.983159442063162,80.11066501698666,2024-08-25,14,6,8,1,0,Urban Road,1,35,1,0.4,Fog,3,27.4,0.0,12.5,2.3,0
